ID,Store ID,Total Price,Base Price,Units Sold
81,8063,177.4125,177.4125,11
83,8063,205.2,205.2,30
84,8063,205.9125,205.9125,54
85,8063,190.2375,212.325,55
87,8063,426.7875,448.875,29
88,8063,426.7875,448.1625,9
90,8063,170.2875,170.2875,3
91,8063,183.1125,183.1125,8
92,8063,178.125,205.9125,10
93,8023,98.325,88.35,233
94,8023,98.325,88.35,256
95,8023,98.325,98.325,52
96,8023,184.5375,321.3375,18
98,8023,133.95,133.95,58
99,8023,134.6625,134.6625,114
100,8023,140.3625,140.3625,226
104,8023,205.2,205.2,189
105,8023,310.65,310.65,121
106,8023,169.575,220.1625,391
107,8023,205.9125,205.9125,60
108,8023,205.9125,205.9125,26
110,8023,241.5375,241.5375,155
111,8023,192.375,192.375,91
112,8023,190.2375,236.55,59
113,8023,431.775,448.1625,32
114,8023,426.7875,448.1625,51
115,8023,428.2125,448.1625,112
116,8023,460.275,460.275,32
117,8023,177.4125,177.4125,54
119,8023,355.5375,355.5375,14
120,8058,98.325,98.325,104
121,8058,98.325,98.325,107
123,8058,133.2375,133.2375,25
124,8058,133.95,133.95,43
125,8058,139.65,116.1375,82
128,8058,236.55,280.0125,84
129,8058,208.05,208.05,51
130,8058,288.5625,288.5625,24
131,8058,170.2875,210.9,173
132,8058,205.9125,205.9125,22
133,8058,205.9125,205.9125,12
134,8058,241.5375,241.5375,50
135,8058,213.0375,213.0375,42
138,8058,426.7875,448.1625,31
139,8058,426.7875,448.1625,41
143,8222,97.6125,97.6125,101
144,8222,97.6125,97.6125,76
145,8222,98.325,98.325,52
146,8222,184.5375,184.5375,8
148,8222,131.8125,131.8125,74
149,8222,134.6625,134.6625,50
150,8222,138.9375,138.9375,148
152,8222,205.9125,205.9125,77
153,8222,303.525,303.525,43
154,8222,183.1125,205.2,332
155,8222,205.9125,205.9125,31
156,8222,205.9125,205.9125,13
158,8222,227.2875,227.2875,80
159,8222,200.2125,200.2125,77
161,8222,426.7875,448.1625,23
162,8222,426.7875,448.1625,51
163,8222,428.925,448.1625,65
165,8222,177.4125,177.4125,19
168,8121,84.075,84.075,61
172,8121,123.2625,123.2625,25
173,8121,123.2625,123.2625,46
174,8121,136.8,170.2875,18
175,8121,230.85,230.85,33
176,8121,231.5625,231.5625,23
177,8121,234.4125,234.4125,34
178,8121,227.2875,227.2875,53
179,8121,295.6875,295.6875,20
180,8121,199.5,223.725,55
181,8121,177.4125,177.4125,26
182,8121,177.4125,177.4125,13
184,8121,205.2,205.2,22
185,8121,205.9125,205.9125,44
186,8121,190.95,212.325,60
187,8121,426.7875,448.1625,17
188,8121,428.2125,448.1625,30
189,8121,426.7875,448.1625,26
190,8218,83.3625,82.65,49
191,8218,82.65,71.25,46
193,8218,126.1125,126.1125,18
194,8218,128.25,128.25,18
195,8218,111.8625,167.4375,17
196,8218,237.975,237.975,3
199,8218,217.3125,217.3125,31
200,8218,264.3375,295.6875,30
201,8218,191.6625,223.725,10
202,8218,177.4125,177.4125,14
205,8218,205.9125,205.9125,31
206,8218,190.95,212.325,30
209,8218,428.2125,448.875,24
212,8317,83.3625,84.075,22
213,8317,83.3625,82.65,39
216,8317,132.525,132.525,19
217,8317,125.4,125.4,68
218,8317,141.075,167.4375,74
219,8317,237.975,237.975,14
222,8317,227.2875,227.2875,172
223,8317,295.6875,295.6875,40
224,8317,207.3375,207.3375,156
225,8317,177.4125,177.4125,91
226,8317,177.4125,177.4125,76
228,8317,205.2,205.2,97
229,8317,188.1,188.1,50
230,8317,190.95,212.325,84
231,8317,431.775,450.3,18
232,8317,426.7875,448.875,21
233,8317,428.925,448.1625,42
235,8317,170.2875,170.2875,37
236,8317,178.125,178.125,15
237,8317,178.125,178.125,30
240,8319,116.85,116.85,11
241,8319,115.425,115.425,31
242,8319,141.075,168.15,26
244,8319,232.9875,235.125,56
245,8319,219.45,219.45,42
246,8319,312.7875,312.7875,38
247,8319,227.2875,227.2875,12
248,8319,240.825,240.825,8
249,8319,213.0375,213.0375,18
252,8319,429.6375,448.1625,13
257,8392,184.5375,184.5375,2
258,8392,116.1375,116.1375,15
259,8392,115.425,115.425,42
260,8392,133.2375,156.75,29
261,8392,231.5625,231.5625,11
263,8392,227.2875,227.2875,19
264,8392,106.875,312.7875,11
265,8392,210.9,210.9,20
268,8392,240.825,240.825,4
269,8392,213.0375,213.0375,14
272,8392,426.7875,448.1625,2
273,8398,98.325,98.325,103
274,8398,99.0375,99.0375,90
275,8398,98.325,98.325,29
277,8398,134.6625,134.6625,44
278,8398,131.8125,131.8125,53
279,8398,141.7875,141.7875,85
282,8398,221.5875,221.5875,63
283,8398,282.15,314.2125,33
284,8398,171.7125,205.2,145
285,8398,205.9125,205.9125,9
287,8398,250.8,250.8,67
288,8398,207.3375,207.3375,53
289,8398,190.2375,250.8,32
290,8398,426.7875,448.1625,25
291,8398,431.0625,448.1625,37
292,8398,426.7875,451.725,69
293,8398,177.4125,177.4125,6
295,8400,97.6125,97.6125,44
296,8400,97.6125,97.6125,41
297,8400,97.6125,97.6125,28
299,8400,131.1,131.1,29
300,8400,133.95,133.95,44
301,8400,141.075,141.075,66
305,8400,216.6,216.6,29
306,8400,327.0375,327.0375,38
307,8400,190.95,221.5875,104
308,8400,227.2875,227.2875,34
309,8400,213.0375,213.0375,99
310,8400,190.95,236.55,76
311,8400,436.05,476.6625,15
313,8400,426.7875,453.8625,46
314,8422,84.075,84.075,51
315,8422,83.3625,83.3625,65
318,8422,124.6875,124.6875,19
319,8422,139.65,161.7375,28
323,8422,219.45,219.45,78
324,8422,282.8625,282.8625,34
325,8422,208.05,208.05,64
326,8422,177.4125,177.4125,46
327,8422,177.4125,177.4125,52
328,8422,205.2,205.2,43
329,8422,205.9125,205.9125,36
330,8422,190.2375,212.325,96
332,8422,426.7875,448.1625,14
333,8422,428.925,448.1625,18
336,8438,86.925,86.925,98
337,8438,88.35,88.35,67
338,8438,86.925,86.925,21
340,8438,126.825,126.825,31
341,8438,126.825,126.825,47
342,8438,136.8,168.8625,48
343,8438,229.425,229.425,21
344,8438,231.5625,231.5625,28
345,8438,230.1375,230.1375,50
346,8438,224.4375,224.4375,109
347,8438,312.7875,312.7875,46
348,8438,215.8875,215.8875,57
349,8438,177.4125,177.4125,38
350,8438,177.4125,177.4125,37
352,8438,240.825,240.825,33
353,8438,213.0375,213.0375,62
354,8438,190.2375,213.0375,137
355,8438,426.7875,448.875,20
356,8438,426.7875,448.875,35
357,8438,427.5,448.1625,53
358,8438,483.7875,483.7875,22
360,8555,85.5,85.5,30
361,8555,86.925,86.925,17
365,8555,132.525,132.525,11
366,8555,138.9375,163.1625,27
370,8555,227.2875,227.2875,25
371,8555,295.6875,295.6875,7
372,8555,223.725,223.725,31
375,8555,193.8,193.8,24
376,8555,190.2375,201.6375,43
379,8555,431.775,448.1625,9
380,8562,98.325,98.325,118
381,8562,99.0375,112.575,96
382,8562,98.325,98.325,23
384,8562,134.6625,134.6625,36
385,8562,133.2375,133.2375,49
386,8562,140.3625,140.3625,125
390,8562,203.0625,203.0625,103
391,8562,327.0375,327.0375,107
392,8562,173.85,181.6875,169
393,8562,205.9125,205.9125,31
394,8562,205.9125,205.9125,16
395,8562,241.5375,241.5375,48
396,8562,204.4875,204.4875,73
397,8562,190.2375,236.55,61
398,8562,426.7875,448.1625,10
399,8562,426.7875,448.1625,36
400,8562,427.5,452.4375,81
402,8562,177.4125,177.4125,20
407,8869,98.325,112.575,98
408,8869,99.0375,112.575,101
409,8869,99.0375,98.325,22
412,8869,133.95,133.95,35
413,8869,134.6625,134.6625,47
414,8869,142.5,142.5,143
415,8869,241.5375,282.8625,44
418,8869,206.625,206.625,48
419,8869,327.0375,327.0375,46
420,8869,181.6875,203.0625,151
423,8869,220.1625,220.1625,73
424,8869,193.8,193.8,35
425,8869,190.2375,213.0375,30
427,8869,426.7875,448.1625,35
428,8869,426.7875,448.1625,54
429,8869,178.125,205.9125,28
431,8991,84.075,84.075,78
432,8991,83.3625,83.3625,100
433,8991,82.65,83.3625,79
435,8991,125.4,125.4,30
436,8991,125.4,125.4,24
437,8991,138.9375,158.8875,44
438,8991,232.275,232.275,18
439,8991,230.1375,230.1375,18
440,8991,230.1375,230.1375,27
441,8991,215.175,215.175,81
442,8991,295.6875,295.6875,38
443,8991,218.025,218.025,57
444,8991,177.4125,177.4125,48
445,8991,177.4125,177.4125,32
446,8991,205.2,205.2,54
447,8991,199.5,199.5,46
448,8991,189.525,212.325,113
449,8991,428.2125,450.3,24
450,8991,428.925,448.1625,21
451,8991,426.7875,448.1625,37
452,8991,483.7875,483.7875,14
453,8991,170.2875,170.2875,15
455,8991,178.125,203.0625,23
456,8911,83.3625,83.3625,42
457,8911,73.3875,84.7875,49
459,8911,130.3875,130.3875,9
460,8911,126.1125,126.1125,21
461,8911,136.0875,167.4375,29
462,8911,237.975,237.975,23
464,8911,232.9875,232.9875,28
465,8911,227.2875,227.2875,42
466,8911,295.6875,295.6875,15
467,8911,212.325,212.325,31
468,8911,205.2,205.2,24
469,8911,205.9125,205.9125,38
470,8911,190.2375,212.325,31
472,8911,426.7875,448.875,20
473,8911,428.925,448.875,18
474,9001,97.6125,97.6125,14
482,9001,213.0375,213.0375,29
486,9043,98.325,91.9125,66
487,9043,98.325,112.575,84
488,9043,99.0375,113.2875,35
490,9043,132.525,132.525,32
491,9043,133.2375,133.2375,30
492,9043,141.7875,141.7875,48
494,9043,210.9,210.9,21
495,9043,327.0375,327.0375,15
496,9043,171.7125,213.75,71
497,9043,205.9125,205.9125,11
499,9043,241.5375,241.5375,40
500,9043,213.0375,213.0375,29
501,9043,190.2375,236.55,23
504,9043,430.35,460.275,48
506,9043,177.4125,177.4125,17
507,9092,84.075,84.075,60
508,9092,83.3625,83.3625,34
509,9092,125.4,125.4,14
510,9092,122.55,122.55,21
511,9092,138.225,160.3125,31
512,9092,233.7,233.7,10
513,9092,222.3,222.3,65
514,9092,295.6875,295.6875,32
515,9092,209.475,209.475,50
516,9092,177.4125,177.4125,31
517,9092,177.4125,177.4125,29
518,9092,205.2,205.2,45
519,9092,205.9125,205.9125,39
520,9092,190.2375,212.325,34
521,9092,433.2,448.1625,12
522,9092,431.0625,448.1625,39
523,9092,427.5,448.1625,55
526,9092,182.4,182.4,10
527,9092,179.55,203.0625,25
528,9112,98.325,98.325,180
529,9112,98.325,112.575,173
530,9112,98.325,112.575,85
533,9112,133.2375,133.2375,33
534,9112,133.95,133.95,104
535,9112,138.9375,138.9375,154
538,9112,231.5625,283.575,98
539,9112,218.025,218.025,148
540,9112,327.0375,327.0375,82
541,9112,179.55,207.3375,279
542,9112,205.9125,205.9125,47
546,9112,227.2875,227.2875,72
547,9112,205.9125,205.9125,83
548,9112,190.2375,236.55,58
550,9112,426.7875,448.1625,41
551,9112,426.7875,448.1625,68
553,9112,177.4125,177.4125,9
554,9112,355.5375,355.5375,10
556,9132,83.3625,84.075,35
558,9132,130.3875,130.3875,13
559,9132,125.4,125.4,18
561,9132,228,225.15,26
563,9132,218.025,218.025,33
564,9132,295.6875,295.6875,9
565,9132,201.6375,223.725,15
566,9132,205.2,205.2,14
567,9132,203.0625,203.0625,90
568,9132,190.2375,207.3375,135
574,9147,98.325,98.325,89
575,9147,99.0375,99.0375,68
576,9147,98.325,98.325,43
578,9147,132.525,132.525,51
579,9147,133.2375,133.2375,46
580,9147,141.7875,141.7875,110
584,9147,227.2875,227.2875,58
585,9147,312.7875,312.7875,32
586,9147,180.975,223.0125,56
589,9147,223.725,223.725,57
590,9147,195.9375,195.9375,42
592,9147,426.7875,448.1625,19
594,9147,426.7875,447.45,57
595,9147,177.4125,177.4125,4
597,9164,98.325,70.5375,105
598,9164,99.0375,99.0375,108
599,9164,98.325,91.2,49
600,9164,132.525,132.525,37
601,9164,134.6625,134.6625,20
602,9164,141.7875,141.7875,134
604,9164,221.5875,221.5875,66
605,9164,327.0375,327.0375,45
606,9164,171.7125,208.7625,164
607,9164,205.9125,205.9125,35
608,9164,205.9125,205.9125,18
609,9164,241.5375,241.5375,46
610,9164,201.6375,201.6375,73
611,9164,185.9625,236.55,38
613,9164,426.7875,448.1625,16
614,9164,429.6375,448.1625,63
615,9164,460.275,460.275,5
616,9164,176.7,176.7,22
619,9178,134.6625,134.6625,21
623,9178,227.2875,227.2875,42
626,9178,205.2,205.2,7
627,9178,205.9125,205.9125,43
628,9178,190.95,211.6125,60
631,9178,428.925,446.7375,25
633,9190,87.6375,87.6375,59
634,9190,87.6375,87.6375,21
636,9190,104.7375,182.4,20
637,9190,124.6875,124.6875,39
638,9190,128.9625,128.9625,77
639,9190,139.65,168.8625,75
640,9190,237.975,237.975,22
641,9190,228.7125,228.7125,10
643,9190,219.45,219.45,133
644,9190,312.7875,312.7875,58
645,9190,223.725,223.725,89
646,9190,177.4125,177.4125,63
647,9190,177.4125,177.4125,60
650,9190,240.825,240.825,52
651,9190,213.0375,213.0375,51
652,9190,190.2375,213.0375,43
654,9190,429.6375,448.1625,34
655,9190,426.7875,448.1625,22
659,9221,87.6375,86.2125,61
661,9221,85.5,86.925,18
662,9221,123.2625,123.2625,22
663,9221,118.275,118.275,32
664,9221,137.5125,165.3,42
666,9221,235.125,235.125,36
667,9221,235.125,235.125,33
668,9221,219.45,219.45,43
669,9221,293.55,293.55,24
670,9221,214.4625,214.4625,24
672,9221,177.4125,177.4125,14
673,9221,240.825,240.825,4
674,9221,208.7625,213.0375,119
675,9221,190.2375,213.0375,158
678,9250,99.0375,99.0375,237
679,9250,99.0375,99.0375,231
680,9250,97.6125,97.6125,29
683,9250,133.2375,133.2375,72
684,9250,133.95,133.95,44
685,9250,141.7875,141.7875,138
688,9250,238.6875,285,78
689,9250,217.3125,217.3125,69
690,9250,312.075,312.075,51
691,9250,177.4125,207.3375,174
692,9250,205.9125,205.9125,19
693,9250,205.9125,205.9125,5
694,9250,208.05,232.9875,37
695,9250,202.35,202.35,68
696,9250,190.2375,211.6125,33
698,9250,429.6375,448.1625,61
699,9250,431.0625,448.1625,70
701,9250,177.4125,177.4125,12
704,9273,69.825,66.2625,79
705,9273,69.825,69.825,58
706,9273,68.4,68.4,20
709,9273,123.2625,123.2625,15
710,9273,125.4,125.4,26
711,9273,138.225,166.725,29
712,9273,233.7,233.7,40
713,9273,233.7,230.85,65
714,9273,234.4125,228.7125,19
715,9273,189.525,189.525,65
716,9273,205.2,234.4125,23
717,9273,201.6375,201.6375,59
718,9273,177.4125,177.4125,19
719,9273,177.4125,177.4125,21
721,9273,185.25,185.25,42
722,9273,190.2375,191.6625,58
723,9273,355.5375,355.5375,22
724,9273,355.5375,355.5375,35
725,9273,355.5375,355.5375,23
727,9279,83.3625,78.375,73
728,9279,84.075,79.0875,108
729,9279,82.65,82.65,18
730,9279,128.25,128.25,21
731,9279,124.6875,124.6875,27
732,9279,135.375,163.1625,29
733,9279,230.1375,284.2875,49
734,9279,233.7,279.3,59
735,9279,232.9875,281.4375,58
736,9279,227.2875,227.2875,58
737,9279,295.6875,295.6875,37
738,9279,223.725,223.725,23
739,9279,177.4125,177.4125,18
740,9279,177.4125,177.4125,20
741,9279,205.2,205.2,23
742,9279,191.6625,191.6625,43
743,9279,190.2375,212.325,108
745,9279,428.925,448.1625,34
746,9279,428.2125,448.1625,33
748,9279,170.2875,170.2875,7
749,9281,84.075,86.925,39
750,9281,86.925,85.5,69
752,9281,118.9875,118.9875,34
753,9281,118.9875,118.9875,54
754,9281,136.8,163.1625,36
757,9281,212.325,212.325,46
758,9281,312.7875,312.7875,19
759,9281,195.9375,195.9375,56
762,9281,240.825,240.825,26
763,9281,213.0375,213.0375,29
767,9281,426.7875,448.1625,21
768,9281,170.2875,170.2875,13
769,9281,178.125,178.125,8
770,9281,178.125,178.125,13
771,9328,86.2125,87.6375,83
772,9328,87.6375,87.6375,120
773,9328,86.2125,86.2125,10
774,9328,127.5375,127.5375,26
775,9328,126.825,126.825,34
776,9328,136.0875,164.5875,84
777,9328,230.1375,230.1375,9
778,9328,237.2625,237.2625,7
779,9328,235.8375,235.8375,20
780,9328,227.2875,227.2875,67
781,9328,277.875,312.7875,14
782,9328,213.75,213.75,30
784,9328,177.4125,177.4125,29
785,9328,240.825,240.825,19
786,9328,213.0375,213.0375,33
787,9328,190.2375,213.0375,73
790,9328,430.35,448.1625,22
791,9328,170.2875,170.2875,15
793,9328,178.125,178.125,13
794,9371,99.0375,111.8625,89
795,9371,97.6125,111.8625,67
796,9371,98.325,112.575,51
798,9371,134.6625,134.6625,25
799,9371,133.95,133.95,30
800,9371,140.3625,140.3625,85
803,9371,235.8375,282.8625,70
804,9371,227.2875,227.2875,19
805,9371,327.0375,327.0375,28
806,9371,172.425,206.625,98
807,9371,241.5375,241.5375,26
808,9371,203.775,203.775,36
813,9442,98.325,98.325,70
814,9442,98.325,98.325,66
815,9442,132.525,132.525,21
816,9442,133.95,133.95,28
817,9442,142.5,142.5,78
820,9442,213.0375,213.0375,32
821,9442,260.775,302.8125,44
822,9442,163.875,214.4625,42
825,9442,241.5375,241.5375,35
826,9442,200.925,200.925,27
830,9442,177.4125,177.4125,12
831,9430,99.0375,99.0375,39
832,9430,99.0375,99.0375,43
833,9430,98.325,98.325,21
835,9430,131.1,131.1,47
836,9430,131.8125,131.8125,50
837,9430,141.075,141.075,80
838,9430,219.45,219.45,73
839,9430,327.0375,327.0375,48
840,9430,173.85,204.4875,95
843,9430,227.2875,227.2875,25
844,9430,202.35,202.35,89
845,9430,191.6625,236.55,49
847,9430,426.7875,448.1625,29
848,9430,427.5,448.1625,40
849,9430,177.4125,177.4125,3
850,9430,178.125,205.9125,25
853,9439,84.075,84.075,18
854,9439,83.3625,84.7875,91
855,9439,106.875,106.875,2
856,9439,127.5375,127.5375,33
861,9439,215.8875,215.8875,30
862,9439,295.6875,295.6875,9
864,9439,205.2,205.2,9
865,9439,205.9125,205.9125,27
866,9439,190.2375,212.325,33
869,9425,84.7875,76.95,52
870,9425,83.3625,84.075,48
871,9425,131.8125,131.8125,8
873,9425,142.5,161.7375,3
875,9425,227.2875,227.2875,40
876,9425,295.6875,295.6875,20
877,9425,197.3625,197.3625,42
878,9425,177.4125,177.4125,35
879,9425,177.4125,177.4125,26
880,9425,205.2,205.2,35
881,9425,195.225,195.225,26
882,9425,190.2375,212.325,41
885,9425,426.7875,448.875,22
887,9425,178.125,178.125,13
889,9432,82.65,82.65,26
890,9432,83.3625,83.3625,45
891,9432,83.3625,83.3625,16
892,9432,143.925,178.125,9
894,9432,118.9875,118.9875,22
895,9432,121.8375,121.8375,33
896,9432,138.225,170.2875,54
897,9432,237.975,237.975,9
899,9432,236.55,236.55,35
900,9432,217.3125,217.3125,67
901,9432,295.6875,295.6875,34
902,9432,215.175,215.175,38
904,9432,177.4125,177.4125,11
905,9432,205.2,205.2,27
906,9432,205.9125,205.9125,34
907,9432,190.95,212.325,68
909,9432,426.7875,448.1625,32
910,9432,426.7875,448.875,38
913,9436,85.5,85.5,27
918,9436,116.85,116.85,34
919,9436,135.375,165.3,45
920,9436,231.5625,235.125,43
921,9436,231.5625,237.2625,77
922,9436,235.125,232.9875,61
923,9436,227.2875,227.2875,40
924,9436,312.7875,312.7875,23
925,9436,173.1375,228.7125,39
926,9436,240.825,240.825,7
927,9436,213.0375,213.0375,38
931,9436,426.7875,448.1625,7
932,9456,84.075,84.075,30
933,9456,84.7875,84.7875,47
934,9456,84.075,84.075,26
935,9456,131.8125,131.8125,8
936,9456,127.5375,127.5375,9
937,9456,142.5,170.2875,13
938,9456,237.2625,237.2625,17
939,9456,234.4125,234.4125,28
940,9456,227.2875,227.2875,62
941,9456,295.6875,295.6875,15
942,9456,223.725,223.725,28
943,9456,177.4125,177.4125,25
946,9456,205.9125,205.9125,54
947,9456,190.2375,212.325,93
950,9456,428.2125,448.1625,38
952,9479,87.6375,87.6375,109
953,9479,87.6375,87.6375,139
956,9479,130.3875,130.3875,14
957,9479,127.5375,127.5375,31
958,9479,138.9375,168.15,59
959,9479,233.7,233.7,8
960,9479,232.9875,232.9875,23
961,9479,235.8375,235.8375,19
962,9479,223.0125,223.0125,76
963,9479,312.7875,312.7875,25
964,9479,213.75,213.75,49
965,9479,177.4125,177.4125,33
966,9479,177.4125,177.4125,14
967,9479,240.825,240.825,35
968,9479,198.075,198.075,43
969,9479,190.2375,213.0375,86
971,9479,426.7875,449.5875,16
972,9479,433.2,448.1625,16
973,9479,170.2875,170.2875,22
974,9481,98.325,98.325,104
975,9481,98.325,97.6125,139
976,9481,98.325,98.325,26
978,9481,133.2375,133.2375,76
979,9481,132.525,132.525,88
980,9481,139.65,139.65,112
983,9481,236.55,282.15,62
984,9481,208.05,227.2875,75
985,9481,304.95,319.9125,83
986,9481,162.45,209.475,145
989,9481,248.6625,248.6625,48
990,9481,213.0375,213.0375,59
994,9481,426.7875,448.1625,50
998,9490,86.925,88.35,64
999,9490,88.35,88.35,63
1000,9490,88.35,88.35,32
1002,9490,118.275,118.275,17
1003,9490,116.85,116.85,25
1004,9490,133.95,167.4375,40
1007,9490,227.2875,227.2875,46
1008,9490,312.7875,312.7875,9
1009,9490,201.6375,201.6375,54
1010,9490,177.4125,177.4125,36
1011,9490,177.4125,177.4125,38
1012,9490,240.825,240.825,33
1013,9490,198.075,198.075,19
1017,9490,428.925,448.1625,23
1019,9498,84.075,84.075,15
1020,9498,86.2125,86.2125,38
1022,9498,151.7625,173.1375,6
1023,9498,121.125,121.125,37
1024,9498,123.975,123.975,70
1025,9498,137.5125,162.45,29
1028,9498,219.45,219.45,87
1029,9498,312.7875,312.7875,28
1030,9498,227.2875,227.2875,37
1032,9498,240.825,240.825,12
1033,9498,205.2,205.2,75
1034,9498,190.2375,213.0375,132
1037,9498,428.925,448.875,22
1040,9532,89.0625,89.0625,24
1041,9532,88.35,88.35,302
1042,9532,86.2125,86.2125,36
1044,9532,128.9625,128.9625,25
1045,9532,126.825,126.825,56
1046,9532,137.5125,164.5875,54
1047,9532,235.125,235.125,45
1048,9532,232.275,232.275,49
1049,9532,232.9875,232.9875,46
1050,9532,216.6,216.6,66
1051,9532,312.7875,312.7875,34
1052,9532,215.8875,215.8875,63
1053,9532,177.4125,177.4125,41
1055,9532,240.825,240.825,28
1056,9532,213.0375,213.0375,34
1057,9532,190.2375,200.925,121
1058,9532,426.7875,448.1625,19
1059,9532,426.7875,448.1625,43
1060,9532,428.2125,448.1625,37
1062,9578,97.6125,98.325,65
1063,9578,98.325,106.1625,61
1066,9578,132.525,132.525,29
1067,9578,132.525,132.525,27
1068,9578,141.075,141.075,37
1070,9578,217.3125,217.3125,34
1071,9578,309.9375,309.9375,27
1072,9578,169.575,192.375,96
1075,9578,241.5375,241.5375,33
1079,9578,438.1875,448.1625,30
1082,9672,98.325,98.325,88
1083,9672,98.325,97.6125,80
1084,9672,97.6125,97.6125,21
1086,9672,133.95,133.95,21
1087,9672,133.2375,133.2375,50
1088,9672,139.65,139.65,100
1092,9672,215.8875,215.8875,28
1093,9672,327.0375,327.0375,39
1094,9672,181.6875,207.3375,129
1095,9672,241.5375,241.5375,49
1096,9672,207.3375,207.3375,61
1097,9672,192.375,236.55,109
1100,9672,431.0625,448.1625,38
1102,9611,98.325,98.325,228
1103,9611,98.325,98.325,170
1104,9611,98.325,98.325,38
1107,9611,133.95,133.95,43
1108,9611,134.6625,134.6625,60
1109,9611,138.9375,138.9375,69
1111,9611,210.1875,210.1875,79
1112,9611,317.0625,317.0625,89
1113,9611,175.275,197.3625,107
1114,9611,205.9125,205.9125,40
1115,9611,205.9125,205.9125,29
1117,9611,241.5375,241.5375,73
1118,9611,205.2,205.2,81
1119,9611,190.2375,236.55,69
1120,9611,426.7875,448.1625,24
1121,9611,426.7875,448.1625,41
1122,9611,427.5,448.1625,45
1123,9611,460.275,460.275,16
1124,9611,177.4125,177.4125,23
1127,9613,98.325,112.575,303
1128,9613,99.0375,112.575,300
1129,9613,98.325,99.0375,61
1130,9613,184.5375,184.5375,7
1132,9613,133.95,133.95,90
1133,9613,134.6625,134.6625,100
1134,9613,140.3625,140.3625,202
1138,9613,220.1625,220.1625,91
1139,9613,320.625,320.625,77
1140,9613,177.4125,198.7875,184
1141,9613,205.9125,205.9125,19
1142,9613,205.9125,205.9125,14
1144,9613,241.5375,241.5375,92
1145,9613,193.0875,193.0875,44
1146,9613,190.2375,232.9875,57
1147,9613,426.7875,448.1625,16
1148,9613,426.7875,451.0125,42
1149,9613,425.3625,448.1625,66
1151,9613,177.4125,177.4125,20
1155,9632,84.075,84.075,33
1156,9632,84.7875,84.7875,26
1157,9632,84.075,84.075,16
1158,9632,93.3375,105.45,14
1159,9632,120.4125,120.4125,10
1160,9632,121.8375,121.8375,34
1161,9632,134.6625,162.45,24
1164,9632,218.025,218.025,77
1165,9632,295.6875,295.6875,14
1166,9632,211.6125,211.6125,25
1167,9632,177.4125,177.4125,10
1168,9632,205.2,205.2,27
1170,9632,190.2375,212.325,148
1173,9632,428.2125,448.1625,25
1175,9680,83.3625,84.075,34
1176,9680,84.075,84.075,26
1178,9680,133.2375,133.2375,13
1179,9680,121.8375,121.8375,19
1180,9680,139.65,167.4375,21
1183,9680,219.45,219.45,44
1184,9680,295.6875,295.6875,29
1185,9680,208.7625,208.7625,21
1188,9680,205.2,205.2,11
1189,9680,205.9125,205.9125,44
1190,9680,190.2375,212.325,83
1192,9680,426.7875,448.1625,15
1193,9680,426.7875,448.875,17
1194,9700,99.0375,100.4625,9
1197,9700,125.4,125.4,4
1199,9700,227.2875,227.2875,23
1201,9700,186.675,217.3125,48
1203,9700,205.2,205.2,41
1207,9713,99.0375,112.575,113
1208,9713,99.0375,110.4375,143
1209,9713,98.325,99.0375,27
1210,9713,133.2375,133.2375,33
1211,9713,133.2375,133.2375,38
